WKT,Year,MAEASaM ID,Evidence,Evidence shape,Interpretation,Interpretation certainty,Ground truthed,Land use land cover,Climatic zone,Relationship to other site,Chronology,Geometry type,Grid level 1,Grid level 2,Remote sensing activity,Survey type,Survey date,Surveyor name,Image type,Date of imagery,Spatial resolution (m),Assessment date,Assessor name,Date of image used,Overall condition,Disturbance effect,Extent of impact,Severity of impact,Recommendation for management of disturbance,Threat assessor name,Threat assessment date,Image used date,Threat type,Threat level,Probability of threat affecting site,Recommendation for management of threats,Additional information,Measurement type,Measurement unit,Measurement value
POINT Z (32.654166854 -18.1279062089999 0),year1,RS-ZWE-0000915,Enclosure,,Pit structure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262206,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.650134784 -18.121796044 0),year1,RS-ZWE-0000916,Enclosure,,Pit enclosure,High,Unkown,,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6504867570001 -18.122225257 0),year1,RS-ZWE-0000917,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.650701966 -18.1219071579999 0),year1,RS-ZWE-0000918,Enclosure,,Pit enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.651623495 -18.1236335749999 0),year1,RS-ZWE-0000919,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6517480270001 -18.122370265 0),year1,RS-ZWE-0000920,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6518092590001 -18.121361183 0),year1,RS-ZWE-0000921,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.652829997 -18.12247995 0),year1,RS-ZWE-0000922,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6537059140001 -18.1218894699999 0),year1,RS-ZWE-0000923,Enclosure,,Pit enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.653090053 -18.122145904 0),year1,RS-ZWE-0000924,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.65258873 -18.123153321 0),year1,RS-ZWE-0000925,Enclosure,,Pit enclosure,Low,Unkown,Thicket,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6508761130001 -18.122913196 0),year1,RS-ZWE-0000926,Enclosure,,Enclosure,Low,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.652220089 -18.122430802 0),year1,RS-ZWE-0000927,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.654718131 -18.1228327259999 0),year1,RS-ZWE-0000928,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.657051902 -18.1263272479999 0),year1,RS-ZWE-0000929,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262206,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.657152821 -18.1260299309999 0),year1,RS-ZWE-0000930,Enclosure,,Enclosure,Low,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262206,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6556463390001 -18.1212380599999 0),year1,RS-ZWE-0000931,Enclosure,,Pit enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.655779403 -18.1200305029999 0),year1,RS-ZWE-0000932,Enclosure,,Pit enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6569215070001 -18.120511918 0),year1,RS-ZWE-0000933,Enclosure,,Pit enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6574961200001 -18.119826772 0),year1,RS-ZWE-0000934,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6570684440001 -18.119906815 0),year1,RS-ZWE-0000935,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.658906322 -18.119093993 0),year1,RS-ZWE-0000936,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6555110640001 -18.120079103 0),year1,RS-ZWE-0000937,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6559293670001 -18.1197305649999 0),year1,RS-ZWE-0000938,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6482663460001 -18.123437695 0),year1,RS-ZWE-0000939,Pit,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6453406520001 -18.1276425529999 0),year1,RS-ZWE-0000940,Enclosure,,Pit structure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261726,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6427299130001 -18.1209426349999 0),year1,RS-ZWE-0000941,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6438194890001 -18.1189277519999 0),year1,RS-ZWE-0000942,Enclosure,,Pit enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.64338102 -18.1234971069999 0),year1,RS-ZWE-0000943,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6438486650001 -18.1221647689999 0),year1,RS-ZWE-0000944,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.641856373 -18.119068323 0),year1,RS-ZWE-0000945,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6416488150001 -18.1188139079999 0),year1,RS-ZWE-0000946,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.638994661 -18.117575701 0),year1,RS-ZWE-0000947,Pit,,Pit enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.639325382 -18.116846764 0),year1,RS-ZWE-0000948,Enclosure,,Pit structure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.638620169 -18.117845099 0),year1,RS-ZWE-0000949,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6392515360001 -18.119154836 0),year1,RS-ZWE-0000950,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6374030370001 -18.116524636 0),year1,RS-ZWE-0000951,Enclosure,,Enclosure,Low,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6358631530001 -18.118716834 0),year1,RS-ZWE-0000952,Pit,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6392364830001 -18.11999982 0),year1,RS-ZWE-0000953,Enclosure,,Pit structure,Low,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.639701449 -18.118739209 0),year1,RS-ZWE-0000954,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6404067170001 -18.1183407669999 0),year1,RS-ZWE-0000955,Enclosure,,Enclosure,Low,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6405229310001 -18.114582212 0),year1,RS-ZWE-0000956,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6379777540001 -18.1163281239999 0),year1,RS-ZWE-0000957,Enclosure,,Pit enclosure,Low,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6620595640001 -18.1343826789999 0),year1,RS-ZWE-0000958,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262206,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.651273148 -18.1180559489999 0),year1,RS-ZWE-0000959,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.649907306 -18.116429785 0),year1,RS-ZWE-0000960,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.649552224 -18.116518454 0),year1,RS-ZWE-0000961,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6492709240001 -18.1165954109999 0),year1,RS-ZWE-0000962,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.650483641 -18.118081608 0),year1,RS-ZWE-0000963,Pit,,Enclosure,Low,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6534160080001 -18.1180653559999 0),year1,RS-ZWE-0000964,Enclosure,,Pit structure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6513242930001 -18.1174536689999 0),year1,RS-ZWE-0000965,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6539397110001 -18.118906281 0),year1,RS-ZWE-0000966,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2009/08/30,,,,,,,,,,Renier van der Merwe,2021/08/31,2009/08/30,Environmental,Low,,,,,,
POINT Z (32.6498190610001 -18.115963966 0),year1,RS-ZWE-0000967,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.650547417 -18.11570926 0),year1,RS-ZWE-0000968,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.650943392 -18.115257475 0),year1,RS-ZWE-0000969,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6512114560001 -18.1168330419999 0),year1,RS-ZWE-0000970,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6538836930001 -18.117427036 0),year1,RS-ZWE-0000971,Enclosure,,Pit enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6514314290001 -18.11845611 0),year1,RS-ZWE-0000972,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.650854747 -18.116258644 0),year1,RS-ZWE-0000973,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.652005952 -18.115714441 0),year1,RS-ZWE-0000974,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6466960120001 -18.1137639 0),year1,RS-ZWE-0000975,Enclosure,,Pit enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.647812253 -18.112664104 0),year1,RS-ZWE-0000976,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6480965350001 -18.112395706 0),year1,RS-ZWE-0000977,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6490706380001 -18.112206517 0),year1,RS-ZWE-0000978,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6481408540001 -18.1127989 0),year1,RS-ZWE-0000979,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.646688699 -18.1128071959999 0),year1,RS-ZWE-0000980,Enclosure,,Enclosure,Low,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.646194092 -18.113440531 0),year1,RS-ZWE-0000981,Enclosure,,Enclosure,Low,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.649447724 -18.111430927 0),year1,RS-ZWE-0000982,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,261725,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.6500224160001 -18.1103232089999 0),year1,RS-ZWE-0000983,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.651045649 -18.109867028 0),year1,RS-ZWE-0000984,Enclosure,,Enclosure,Low,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.653637229 -18.109191887 0),year1,RS-ZWE-0000985,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.653361537 -18.108704044 0),year1,RS-ZWE-0000986,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.653190576 -18.109270888 0),year1,RS-ZWE-0000987,Enclosure,,Enclosure,High,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
POINT Z (32.652680122 -18.109303434 0),year1,RS-ZWE-0000988,Enclosure,,Enclosure,Medium,Unkown,Scrub,Cwb,,,Central point,E32.6S18.1,262205,Visual inspection,Topographic,2021/08/31,Renier van der Merwe,Maxar,2011/09/14,,,,,,,,,,Renier van der Merwe,2021/08/31,2011/09/14,Environmental,Low,,,,,,
